"","fecha","posicion","cancion","artista"
"48160",2024-05-11,87,"Belong Together","Mark Ambor"
"48161",2024-05-18,1,"Ice-T Presents Snoop Dogg With Entrepreneur of the Year Award & More 2025 Webby Awards Highlights","Kendrick Lamar"
"48162",2024-05-18,2,"Not Like Us","Tommy Richman"
"48163",2024-05-18,3,"Million Dollar Baby","Kendrick Lamar"
"48164",2024-05-18,4,"Euphoria","Taylor Swift Featuring Post Malone"
"48165",2024-05-18,5,"Fortnight","Shaboozey"
"48166",2024-05-18,6,"A Bar Song (Tipsy)","Future, Metro Boomin & Kendrick Lamar"
"48167",2024-05-18,7,"Like That","Drake"
"48168",2024-05-18,8,"Family Matters","Sabrina Carpenter"
"48169",2024-05-18,9,"Espresso","Benson Boone"
"48170",2024-05-18,11,"Lose Control","Hozier"
"48171",2024-05-18,12,"Too Sweet","Kendrick Lamar"
"48172",2024-05-18,13,"Meet The Grahams","SZA"
"48173",2024-05-18,14,"Saturn","Ariana Grande"
"48174",2024-05-18,15,"We Can't Be Friends (Wait For Your Love)","Taylor Swift"
"48175",2024-05-18,17,"Down Bad","Drake"
"48176",2024-05-18,18,"Push Ups","Jack Harlow"
"48177",2024-05-18,19,"Lovin On Me","Noah Kahan"
"48178",2024-05-18,20,"Stick Season","Zach Bryan Featuring Kacey Musgraves"
"48179",2024-05-18,21,"I Remember Everything","Sexyy Red"
"48180",2024-05-18,22,"Get It Sexyy","Sabrina Carpenter"
"48181",2024-05-18,23,"Feather","Artemas"
"48182",2024-05-18,24,"I Like The Way You Kiss Me","Taylor Swift"
"48183",2024-05-18,27,"Who's Afraid Of Little Old Me?","Future, Metro Boomin, Travis Scott & Playboi Carti"
"48184",2024-05-18,28,"Type Shit","Taylor Swift"
"48185",2024-05-18,29,"So Long, London","GloRilla"
"48186",2024-05-18,30,"Yeah Glo!","Taylor Swift"
"48187",2024-05-18,32,"My Boy Only Breaks His Favorite Toys","Doja Cat"
"48188",2024-05-18,33,"Agora Hills","Taylor Swift Featuring Florence + The Machine"
"48189",2024-05-18,34,"Florida!!!","Dasha"
"48190",2024-05-18,35,"Austin","Taylor Swift"
"48191",2024-05-18,36,"Guilty As Sin?","Beyonce"
"48192",2024-05-18,37,"Texas Hold 'Em","Marshmello & Kane Brown"
"48193",2024-05-18,38,"Miles On It","Taylor Swift"
"48194",2024-05-18,39,"The Tortured Poets Department","Djo"
"48195",2024-05-18,40,"End Of Beginning","GloRilla & Megan Thee Stallion"
"48196",2024-05-18,41,"Wanna Be","Bryson Tiller"
"48197",2024-05-18,42,"Whatever She Wants","Morgan Wallen Featuring ERNEST"
"48198",2024-05-18,43,"Cowgirls","21 Savage"
"48199",2024-05-18,44,"Redrum","Flo Milli"
"48200",2024-05-18,45,"Never Lose Me","Bailey Zimmerman"
"48201",2024-05-18,46,"Where It Ends","Chappell Roan"
"48202",2024-05-18,47,"Good Luck, Babe!","4batz Featuring Drake"
"48203",2024-05-18,48,"Act II: Date @ 8","FloyyMenor X Cris Mj"
"48204",2024-05-18,49,"Gata Only","¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti"
"48205",2024-05-18,50,"Carnival","Dua Lipa"
"48206",2024-05-18,51,"Illusion","Taylor Swift"
"48207",2024-05-18,52,"The Smallest Man Who Ever Lived","Benson Boone"
"48208",2024-05-18,53,"Slow It Down","Taylor Swift"
"48209",2024-05-18,55,"Fresh Out The Slammer","Muni Long"
"48210",2024-05-18,56,"Made For Me","Taylor Swift"
"48211",2024-05-18,57,"The Alchemy","Jessie Murph & Jelly Roll"
"48212",2024-05-18,58,"Wild Ones","Travis Scott Featuring Playboi Carti"
"48213",2024-05-18,59,"FE!N","Olivia Rodrigo"
"48214",2024-05-18,60,"Obsessed","Lainey Wilson"
"48215",2024-05-18,61,"Wildflowers And Wild Horses","BossMan Dlow"
"48216",2024-05-18,62,"Get In With Me","Taylor Swift"
"48217",2024-05-18,64,"I Can Fix Him (No Really I Can)","Nate Smith"
"48218",2024-05-18,65,"Bulletproof","Taylor Swift"
"48219",2024-05-18,66,"So High School","Lay Bankz"
"48220",2024-05-18,67,"Tell Ur Girlfriend","Taylor Swift"
"48221",2024-05-18,68,"The Black Dog","Tyler Hubbard"
"48222",2024-05-18,69,"Back Then Right Now","Bakar Featuring Summer Walker"
"48223",2024-05-18,70,"Hell N Back","Taylor Swift"
"48224",2024-05-18,71,"Clara Bow","Jordan Davis"
"48225",2024-05-18,72,"Tucson Too Late","Don Toliver"
"48226",2024-05-18,73,"Bandit","BigXthaPlug"
"48227",2024-05-18,74,"Mmhmm","Michael Marcagi"
"48228",2024-05-18,75,"Scared To Start","Cardi B"
"48229",2024-05-18,76,"Enough (Miami)","Jelly Roll"
"48230",2024-05-18,77,"Halfway To Hell","Taylor Swift"
"48231",2024-05-18,78,"The Prophecy","Future, Metro Boomin & Travis Scott"
"48232",2024-05-18,79,"Cinderella","Dua Lipa"
"48233",2024-05-18,80,"Training Season","Tucker Wetmore"
"48234",2024-05-18,81,"Wind Up Missin' You","Taylor Swift"
"48235",2024-05-18,82,"How Did It End?","Bryan Martin"
"48236",2024-05-18,83,"We Ride","Cody Johnson"
"48237",2024-05-18,84,"Dirt Cheap","Mark Ambor"
"48238",2024-05-18,85,"Belong Together","Sam Hunt"
"48239",2024-05-18,86,"Outskirts","Luis R Conriquez x Neton Vega"
"48240",2024-05-18,87,"Si No Quieres No","Fuerza Regida"
"48241",2024-05-18,88,"Tu Name","Taylor Swift"
"48242",2024-05-18,90,"The Albatross","Chayce Beckham"
"48243",2024-05-18,91,"23","Myke Towers & Bad Bunny"
"48244",2024-05-18,92,"Adivino","Tucker Wetmore"
"48245",2024-05-18,93,"Wine Into Whiskey","Beyonce & Miley Cyrus"
"48246",2024-05-18,94,"II Most Wanted","Taylor Swift"
"48247",2024-05-18,95,"I Hate It Here","Gunna"
"48248",2024-05-18,96,"Whatsapp (Wassam)","Morgan Wallen"
"48249",2024-05-18,97,"Spin You Around (1/24)","The Weeknd, Jennie & Lily-Rose Depp"
"48250",2024-05-18,98,"One Of The Girls","Key Glock & Young Dolph"
"48251",2024-05-18,99,"Let's Go","Kenny Chesney"
"48252",2024-05-18,100,"Take Her Home","Taylor Swift"
"48253",2024-05-25,1,"I Had Some Help","Post Malone Featuring Morgan Wallen"
"48254",2024-05-25,2,"Not Like Us","Kendrick Lamar"
"48255",2024-05-25,19,"Family Matters","Drake"
"48256",2024-05-25,23,"Meet The Grahams","Kendrick Lamar"
"48257",2024-05-25,24,"Miles On It","Marshmello & Kane Brown"
"48258",2024-05-25,26,"One Of Wun","Gunna"
"48259",2024-05-25,39,"Boa","Megan Thee Stallion"
"48260",2024-05-25,54,"On One Tonight","Gunna"
"48261",2024-05-25,60,"Prada Dem","Gunna Featuring Offset"
"48262",2024-05-25,62,"Whatsapp (Wassam)","Gunna"
"48263",2024-05-25,66,"Neck On A Yacht","Gunna"
"48264",2024-05-25,67,"Hakuna Matata","Gunna"
"48265",2024-05-25,75,"La Durango","Peso Pluma, Junior H & Eslabon Armado"
"48266",2024-05-25,76,"Collage","Gunna"
"48267",2024-05-25,77,"Stargazing","Myles Smith"
"48268",2024-05-25,87,"Si No Quieres No","Luis R Conriquez x Neton Vega"
"48269",2024-05-25,90,"Lose My Breath","Stray Kids Featuring Charlie Puth"
"48270",2024-05-25,94,"Back In The A","Gunna"
"48271",2024-06-01,5,"Lunch","Billie Eilish"
"48272",2024-06-01,12,"Chihiro","Billie Eilish"
"48273",2024-06-01,13,"Birds Of A Feather","Billie Eilish"
"48274",2024-06-01,17,"Wildflower","Billie Eilish"
"48275",2024-06-01,18,"Skinny","Billie Eilish"
"48276",2024-06-01,22,"L'amour De Ma Vie","Billie Eilish"
"48277",2024-06-01,23,"Ain't No Love In Oklahoma","Luke Combs"
"48278",2024-06-01,24,"The Greatest","Billie Eilish"
"48279",2024-06-01,25,"Blue","Billie Eilish"
"48280",2024-06-01,31,"The Diner","Billie Eilish"
"48281",2024-06-01,36,"Bittersuite","Billie Eilish"
"48282",2024-06-01,47,"Sweet Dreams","Koe Wetzel"
"48283",2024-06-01,92,"Take Her Home","Kenny Chesney"
"48284",2024-06-01,98,"Heat Stick","Shoreline Mafia Presents OhGeesy & Fenix Flexin"
"48285",2024-06-08,6,"Pink Skies","Zach Bryan"
"48286",2024-06-08,22,"BAND4BAND","Central Cee & Lil Baby"
"48287",2024-06-08,44,"U My Everything","Sexyy Red & Drake"
"48288",2024-06-08,72,"Si No Es Contigo","Cris Mj"
"48289",2024-06-08,83,"The Craving","Twenty One Pilots"
"48290",2024-06-08,84,"After Hours","Kehlani"
"48291",2024-06-08,95,"Your Place","Ashley Cooke"
"48292",2024-06-08,96,"Attitude","Don Toliver Featuring Charlie Wilson & Cash Cobain"
"48293",2024-06-15,2,"Houdini","Eminem"
"48294",2024-06-15,75,"Red Wine Supernova","Chappell Roan"
"48295",2024-06-15,80,"Hot To Go!","Chappell Roan"
"48296",2024-06-15,90,"Nasty","Tinashe"
"48297",2024-06-15,94,"The Door","Teddy Swims"
"48298",2024-06-15,98,"Let Your Boys Be Country","Jason Aldean"
"48299",2024-06-22,2,"Please Please Please","Sabrina Carpenter"
"48300",2024-06-22,29,"High Road","Koe Wetzel & Jessie Murph"
"48301",2024-06-22,49,"Close To You","Gracie Abrams"
"48302",2024-06-22,58,"The Man He Sees In Me","Luke Combs"
"48303",2024-06-22,70,"Purple Gas","Zach Bryan & Noeline Hofmann"
"48304",2024-06-22,73,"360","Charli xcx"
"48305",2024-06-22,77,"All My Life","Falling In Reverse & Jelly Roll"
"48306",2024-06-22,96,"Beautiful As You","Thomas Rhett"
"48307",2024-06-22,97,"Never Let Go","Jung Kook"
"48308",2024-06-22,100,"Hang Tight Honey","Lainey Wilson"
"48309",2024-06-29,1,"Usher Jokingly Apologizes to Sabrina Carpenter's Dad After Viral Met Gala Cherry Photo","Sabrina Carpenter"
"48310",2024-06-29,2,"Please Please Please","Post Malone Featuring Morgan Wallen"
"48311",2024-06-29,3,"I Had Some Help","Shaboozey"
"48312",2024-06-29,4,"A Bar Song (Tipsy)","Sabrina Carpenter"
"48313",2024-06-29,5,"Espresso","Tommy Richman"
"48314",2024-06-29,7,"Not Like Us","Hozier"
"48315",2024-06-29,8,"Too Sweet","Benson Boone"
"48316",2024-06-29,10,"Lose Control","Billie Eilish"
"48317",2024-06-29,11,"Birds Of A Feather","Zach Bryan"
"48318",2024-06-29,12,"Pink Skies","Eminem"
"48319",2024-06-29,13,"Houdini","Taylor Swift Featuring Post Malone"
"48320",2024-06-29,14,"Fortnight","Future, Metro Boomin & Kendrick Lamar"
"48321",2024-06-29,15,"Like That","Morgan Wallen Featuring ERNEST"
"48322",2024-06-29,16,"Cowgirls","Chappell Roan"
"48323",2024-06-29,17,"Good Luck, Babe!","SZA"
"48324",2024-06-29,18,"Saturn","Billie Eilish"
"48325",2024-06-29,19,"Lunch","Ariana Grande"
"48326",2024-06-29,20,"We Can't Be Friends (Wait For Your Love)","Dasha"
"48327",2024-06-29,21,"Austin","Moneybagg Yo Featuring Morgan Wallen"
"48328",2024-06-29,22,"Whiskey Whiskey","Zach Bryan Featuring Kacey Musgraves"
"48329",2024-06-29,23,"I Remember Everything","Sabrina Carpenter"
"48330",2024-06-29,24,"Feather","Marshmello & Kane Brown"
"48331",2024-06-29,25,"Miles On It","GloRilla & Megan Thee Stallion"
"48332",2024-06-29,26,"Wanna Be","Jack Harlow"
"48333",2024-06-29,27,"Lovin On Me","Koe Wetzel & Jessie Murph"
"48334",2024-06-29,28,"High Road","Noah Kahan"
"48335",2024-06-29,29,"Stick Season","Central Cee & Lil Baby"
"48336",2024-06-29,30,"BAND4BAND","Jelly Roll"
"48337",2024-06-29,31,"I Am Not Okay","FloyyMenor X Cris Mj"
"48338",2024-06-29,32,"Gata Only","GloRilla"
"48339",2024-06-29,33,"Yeah Glo!","Luke Combs"
"48340",2024-06-29,34,"Ain't No Love In Oklahoma","Benson Boone"
"48341",2024-06-29,35,"Slow It Down","Luke Combs"
"48342",2024-06-29,36,"Remember Him That Way","Billie Eilish"
"48343",2024-06-29,37,"Chihiro","Djo"
"48344",2024-06-29,38,"End Of Beginning","Sexyy Red"
"48345",2024-06-29,39,"Get It Sexyy","Luke Combs"
"48346",2024-06-29,40,"The Man He Sees In Me","Nate Smith"
"48347",2024-06-29,41,"Bulletproof","Tate McRae"
"48348",2024-06-29,42,"Greedy","Doja Cat"
"48349",2024-06-29,43,"Agora Hills","Bailey Zimmerman"
"48350",2024-06-29,44,"Where It Ends","Myles Smith"
"48351",2024-06-29,45,"Stargazing","Taylor Swift"
"48352",2024-06-29,46,"I Can Do It With A Broken Heart","Artemas"
"48353",2024-06-29,47,"I Like The Way You Kiss Me","Tommy Richman"
"48354",2024-06-29,48,"Devil Is A Lie","Bryson Tiller"
"48355",2024-06-29,49,"Whatever She Wants","Koe Wetzel"
"48356",2024-06-29,50,"Sweet Dreams","Gunna"
"48357",2024-06-29,51,"One Of Wun","Future, Metro Boomin, Travis Scott & Playboi Carti"
"48358",2024-06-29,52,"Type Shit","Kendrick Lamar"
"48359",2024-06-29,53,"Euphoria","Cody Johnson"
"48360",2024-06-29,54,"Dirt Cheap","Chappell Roan"
"48361",2024-06-29,56,"Hot To Go!","Jessie Murph & Jelly Roll"
"48362",2024-06-29,57,"Wild Ones","Billie Eilish"
"48363",2024-06-29,58,"Wildflower","Don Toliver Featuring Charlie Wilson & Cash Cobain"
"48364",2024-06-29,59,"Attitude","Sexyy Red & Drake"
"48365",2024-06-29,60,"U My Everything","Dua Lipa"
"48366",2024-06-29,61,"Illusion","Don Toliver Featuring Kodak Black"
"48367",2024-06-29,62,"Brother Stone","Tinashe"
"48368",2024-06-29,63,"Nasty","Bryan Martin"
"48369",2024-06-29,64,"We Ride","Taylor Swift"
"48370",2024-06-29,65,"Down Bad","Luis R Conriquez x Neton Vega"
"48371",2024-06-29,66,"Si No Quieres No","Chris Stapleton"
"48372",2024-06-29,67,"Think I'm In Love With You","Tucker Wetmore"
"48373",2024-06-29,69,"Wine Into Whiskey","Gracie Abrams"
"48374",2024-06-29,70,"Close To You","Billie Eilish"
"48375",2024-06-29,71,"L'amour De Ma Vie","$uicideboy$"
"48376",2024-06-29,72,"The Thin Grey Line","Michael Marcagi"
"48377",2024-06-29,73,"Scared To Start","Don Toliver"
"48378",2024-06-29,74,"Bandit","Ariana Grande"
"48379",2024-06-29,75,"The Boy Is Mine","Jelly Roll"
"48380",2024-06-29,76,"Halfway To Hell","Teddy Swims"
"48381",2024-06-29,77,"The Door","Beyonce"
"48382",2024-06-29,78,"Texas Hold 'Em","Don Toliver"
"48383",2024-06-29,79,"Tore Up","Mark Ambor"
"48384",2024-06-29,80,"Belong Together","Ashley Cooke"
"48385",2024-06-29,81,"Your Place","Kehlani"
"48386",2024-06-29,82,"After Hours","Charli xcx"
"48387",2024-06-29,83,"360","Taylor Swift"
"48388",2024-06-29,84,"Who's Afraid Of Little Old Me?","Billie Eilish"
"48389",2024-06-29,85,"Blue","Thomas Rhett"
"48390",2024-06-29,86,"Beautiful As You","$uicideboy$"
"48391",2024-06-29,87,"Burgundy","Bakar Featuring Summer Walker"
"48392",2024-06-29,89,"Guilty As Sin?","Cardi B"
"48393",2024-06-29,90,"Enough (Miami)","Chappell Roan"
"48394",2024-06-29,91,"Pink Pony Club","$uicideboy$"
"48395",2024-06-29,92,"Thorns","Don Toliver Featuring Travis Scott"
"48396",2024-06-29,93,"Ice Age","Kenny Chesney"
"48397",2024-06-29,94,"Take Her Home","Jason Aldean"
"48398",2024-06-29,95,"Let Your Boys Be Country","Luke Combs"
"48399",2024-06-29,96,"Front Door Famous","Morgan Wallen"
"48400",2024-06-29,97,"Spin You Around (1/24)","BossMan Dlow"
"48401",2024-06-29,98,"Get In With Me","Don Toliver"
"48402",2024-06-29,99,"Kryptonite","¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti"
"48403",2024-06-29,100,"Carnival","Dustin Lynch Featuring Jelly Roll"
"48404",2024-07-06,12,"Pour Me A Drink","Post Malone Featuring Blake Shelton"
"48405",2024-07-06,21,"Whiskey Whiskey","Moneybagg Yo Featuring Morgan Wallen"
"48406",2024-07-06,31,"I Am Not Okay","Jelly Roll"
"48407",2024-07-06,34,"Si Antes Te Hubiera Conocido","Karol G"
"48408",2024-07-06,35,"Devil Is A Lie","Tommy Richman"
"48409",2024-07-06,36,"Us.","Gracie Abrams Featuring Taylor Swift"
"48410",2024-07-06,47,"TGIF","GloRilla"
"48411",2024-07-06,53,"You Look Like You Love Me","Ella Langley Featuring Riley Green"
"48412",2024-07-06,57,"Parking Lot","Mustard & Travis Scott"
"48413",2024-07-06,63,"Girl, So Confusing","Charli xcx With Lorde"
"48414",2024-07-06,66,"Pink Pony Club","Chappell Roan"
"48415",2024-07-06,69,"Reloj","Peso Pluma & Ivan Cornejo"
"48416",2024-07-06,70,"Kehlani","Jordan Adetunji"
"48417",2024-07-06,71,"Remember Him That Way","Luke Combs"
"48418",2024-07-06,76,"Nights Like This","The Kid LAROI"
"48419",2024-07-06,81,"feelslikeimfallinginlove","Coldplay"
"48420",2024-07-06,82,"Casual","Chappell Roan"
"48421",2024-07-06,91,"Vino Tinto","Peso Pluma, Natanael Cano & Gabito Ballesteros"
"48422",2024-07-06,94,"Risk","Gracie Abrams"
"48423",2024-07-06,95,"Chevrolet","Dustin Lynch Featuring Jelly Roll"
"48424",2024-07-06,97,"Brother Stone","Don Toliver Featuring Kodak Black"
"48425",2024-07-06,99,"La Patrulla","Peso Pluma & Neton Vega"
"48426",2024-07-13,1,"Jelly Roll Delivers His 'Heart of Stone' & an 'Amen' With Shaboozey at the 2025 ACM Awards","Shaboozey"
"48427",2024-07-13,2,"A Bar Song (Tipsy)","Post Malone Featuring Morgan Wallen"
"48428",2024-07-13,3,"I Had Some Help","Kendrick Lamar"
"48429",2024-07-13,4,"Not Like Us","Sabrina Carpenter"
"48430",2024-07-13,6,"Million Dollar Baby","Sabrina Carpenter"
"48431",2024-07-13,7,"Please Please Please","Hozier"
"48432",2024-07-13,10,"Lose Control","Chappell Roan"
"48433",2024-07-13,11,"Good Luck, Babe!","Billie Eilish"
"48434",2024-07-13,12,"Birds Of A Feather","Morgan Wallen Featuring ERNEST"
"48435",2024-07-13,13,"Cowgirls","Zach Bryan"
"48436",2024-07-13,14,"Pink Skies","Future, Metro Boomin & Kendrick Lamar"
"48437",2024-07-13,15,"Like That","Taylor Swift Featuring Post Malone"
"48438",2024-07-13,16,"Fortnight","Eminem"
"48439",2024-07-13,17,"Houdini","Post Malone Featuring Blake Shelton"
"48440",2024-07-13,18,"Pour Me A Drink","SZA"
"48441",2024-07-13,20,"I Remember Everything","Marshmello & Kane Brown"
"48442",2024-07-13,21,"Miles On It","Dasha"
"48443",2024-07-13,22,"Austin","GloRilla & Megan Thee Stallion"
"48444",2024-07-13,23,"Wanna Be","Moneybagg Yo Featuring Morgan Wallen"
"48445",2024-07-13,24,"Whiskey Whiskey","Sabrina Carpenter"
"48446",2024-07-13,27,"We Can't Be Friends (Wait For Your Love)","Koe Wetzel & Jessie Murph"
"48447",2024-07-13,28,"High Road","GloRilla"
"48448",2024-07-13,29,"TGIF","Jelly Roll"
"48449",2024-07-13,30,"I Am Not Okay","Jack Harlow"
"48450",2024-07-13,31,"Lovin On Me","GloRilla"
"48451",2024-07-13,32,"Yeah Glo!","Tommy Richman"
"48452",2024-07-13,33,"Devil Is A Lie","Noah Kahan"
"48453",2024-07-13,35,"Ain't No Love In Oklahoma","Chappell Roan"
"48454",2024-07-13,36,"Hot To Go!","Ella Langley Featuring Riley Green"
"48455",2024-07-13,37,"You Look Like You Love Me","FloyyMenor X Cris Mj"
"48456",2024-07-13,38,"Gata Only","Karol G"
"48457",2024-07-13,39,"Si Antes Te Hubiera Conocido","Benson Boone"
"48458",2024-07-13,40,"Slow It Down","Sexyy Red"
"48459",2024-07-13,41,"Get It Sexyy","Bailey Zimmerman"
"48460",2024-07-13,42,"Where It Ends","Djo"
"48461",2024-07-13,43,"End Of Beginning","Cody Johnson"
"48462",2024-07-13,44,"Dirt Cheap","Nate Smith"
"48463",2024-07-13,45,"Bulletproof","Myles Smith"
"48464",2024-07-13,46,"Stargazing","Central Cee & Lil Baby"
"48465",2024-07-13,47,"BAND4BAND","The Kid LAROI"
"48466",2024-07-13,48,"Nights Like This","Chappell Roan"
"48467",2024-07-13,49,"Red Wine Supernova","Tate McRae"
"48468",2024-07-13,50,"Greedy","Kelsea Ballerini & Noah Kahan"
"48469",2024-07-13,51,"Cowboys Cry Too","The Kid LAROI"
"48470",2024-07-13,52,"Girls","Jordan Adetunji"
"48471",2024-07-13,53,"Kehlani","Ariana Grande"
"48472",2024-07-13,54,"The Boy Is Mine","Kendrick Lamar"
"48473",2024-07-13,55,"Euphoria","Bryson Tiller"
"48474",2024-07-13,56,"Whatever She Wants","Chappell Roan"
"48475",2024-07-13,57,"Pink Pony Club","Taylor Swift"
"48476",2024-07-13,58,"I Can Do It With A Broken Heart","Future, Metro Boomin, Travis Scott & Playboi Carti"
"48477",2024-07-13,59,"Type Shit","Bryan Martin"
"48478",2024-07-13,60,"We Ride","Artemas"
"48479",2024-07-13,61,"I Like The Way You Kiss Me","Gunna"
"48480",2024-07-13,62,"One Of Wun","Camila Cabello Featuring Drake"
"48481",2024-07-13,63,"Hot Uptown","Tinashe"
"48482",2024-07-13,64,"Nasty","Dua Lipa"
"48483",2024-07-13,65,"Illusion","Billie Eilish"
"48484",2024-07-13,66,"Chihiro","Sexyy Red & Drake"
"48485",2024-07-13,67,"U My Everything","Megan Thee Stallion"
"48486",2024-07-13,68,"Otaku Hot Girl","Megan Thee Stallion Featuring Yuki Chiba"
"48487",2024-07-13,69,"Mamushi","Tucker Wetmore"
"48488",2024-07-13,70,"Wine Into Whiskey","LISA"
"48489",2024-07-13,71,"Rockstar","Tucker Wetmore"
"48490",2024-07-13,72,"Wind Up Missin' You","JT"
"48491",2024-07-13,73,"Okay","Luis R Conriquez x Neton Vega"
"48492",2024-07-13,74,"Si No Quieres No","Gracie Abrams Featuring Taylor Swift"
"48493",2024-07-13,75,"Us.","Mustard & Travis Scott"
"48494",2024-07-13,76,"Parking Lot","Michael Marcagi"
"48495",2024-07-13,77,"Scared To Start","Megan Thee Stallion"
"48496",2024-07-13,78,"Where Them Girls At","Chris Stapleton"
"48497",2024-07-13,79,"Think I'm In Love With You","Gracie Abrams"
"48498",2024-07-13,80,"Close To You","Koe Wetzel"
"48499",2024-07-13,81,"Sweet Dreams","Teddy Swims"
"48500",2024-07-13,82,"The Door","Taylor Swift"
"48501",2024-07-13,83,"Down Bad","Jason Aldean"
"48502",2024-07-13,84,"Let Your Boys Be Country","Kehlani"
"48503",2024-07-13,85,"After Hours","Billie Eilish"
"48504",2024-07-13,86,"Wildflower","Charli xcx"
"48505",2024-07-13,87,"360","Chappell Roan"
"48506",2024-07-13,88,"Casual","Jimin & Loco"
"48507",2024-07-13,89,"Smeraldo Garden Marching Band","Dustin Lynch Featuring Jelly Roll"
"48508",2024-07-13,90,"Chevrolet","Thomas Rhett"
"48509",2024-07-13,91,"Beautiful As You","Luke Combs"
"48510",2024-07-13,92,"Remember Him That Way","Mark Ambor"
"48511",2024-07-13,93,"Belong Together","Lainey Wilson"
"48512",2024-07-13,94,"Hang Tight Honey","Bailey Zimmerman"
"48513",2024-07-13,95,"New To Country","Eminem, Big Sean & BabyTron"
"48514",2024-07-13,96,"Tobey","David Guetta & OneRepublic"
"48515",2024-07-13,97,"I Don't Wanna Wait","Taylor Swift"
"48516",2024-07-13,99,"L'amour De Ma Vie","Charli xcx With Lorde"
"48517",2024-07-13,100,"Girl, So Confusing","The Red Clay Strays"
"48518",2024-07-20,2,"Not Like Us","Shaboozey"
"48519",2024-07-20,4,"I Had Some Help","Tommy Richman"
"48520",2024-07-20,7,"Please Please Please","Morgan Wallen"
"48521",2024-07-20,8,"Lies Lies Lies","Hozier"
"48522",2024-07-20,13,"Pink Skies","Chappell Roan"
"48523",2024-07-20,14,"Good Luck, Babe!","Zach Bryan"
"48524",2024-07-20,15,"28","Morgan Wallen Featuring ERNEST"
"48525",2024-07-20,16,"Cowgirls","Taylor Swift Featuring Post Malone"
